Row,Values,Errors
f1f2,0.18561145311131,1.47478763749198e-05
dopingDensity_1e15_cm3,17.0154765371817,0.013678903541164
defectLevel_eV,0.167244786625637,1.35145481425688e-05
defectDensity_m1,3.25728324396404,0.00113629907488668
