Temp_K,tauRad_us,tauSRH_us,tauAug_us,Total_us
50,2.41346582092809,0.449106064014139,5.05661711178031,0.352267962405945
51,2.48352839697773,0.444681265846189,4.83652621435422,0.349868756717035
52,2.55416690245915,0.440384727777763,4.63648146721421,0.347470800858011
53,2.62537469487119,0.436210370814666,4.45414403445145,0.345079863564585
54,2.69714548982093,0.432152511835711,4.28750496482748,0.342700935436467
55,2.76947334722711,0.42820583105473,4.13483136564273,0.340338310162759
56,2.84235265772816,0.42436534269367,3.99462245537217,0.337995658844702
57,2.91577812930303,0.420626368499156,3.8655734948966,0.335676097749822
58,2.98974477411662,0.416984513782712,3.74654603762947,0.333382249871506
59,3.06424789560396,0.413435645705714,3.63654327494588,0.331116300691261
60,3.13928307580828,0.409975873565209,3.53468951144884,0.328880048551047
61,3.21484616298889,0.406601530866943,3.44021300405793,0.326674950042849
62,3.2909332595141,0.403309158997913,3.35243155393576,0.324502160814684
63,3.36754071005391,0.400095492333329,3.27074036144288,0.322362572178519
64,3.44466509008573,0.396957444632322,3.1946017495421,0.320256843887859
65,3.52230319472506,0.39389209659374,3.12353643630297,0.318185433432366
66,3.60045202789132,0.390896684458105,3.05711609688044,0.31614862217491
67,3.67910879181721,0.387968589554734,2.99495700298674,0.314146538633793
68,3.758270876908,0.385105328704264,2.93671456605589,0.312179179190084
69,3.83793585195572,0.382304545396756,2.88207864103598,0.310246426477702
70,3.91810145471086,0.379564001674196,2.83076947258902,0.308348065692211
71,3.99876558281298,0.376881570653897,2.78253418564847,0.306483799033768
72,4.07992628507959,0.374255229636012,2.73714373871948,0.304653258480129
73,4.16158175315157,0.371683053744343,2.69439027175428,0.302856017067472
74,4.24373031349157,0.369163210054896,2.65408479147683,0.301091598839832
75,4.3263704197311,0.366693952171294,2.61605514612904,0.299359487612349
76,4.40950064536033,0.364273615210315,2.58014424913476,0.297659134679112
77,4.49311967675423,0.361900611164483,2.54620851742071,0.29598996558329
78,4.57722630652734,0.359573424611941,2.51411649532837,0.294351386055192
79,4.66181942720902,0.357290608746752,2.48374763939062,0.292742787213061
80,4.74689802523044,0.355050781705345,2.45499124287856,0.291163550111468
81,4.83246117521381,0.35285262316721,2.4277454820779,0.289613049713312
82,4.91850803455427,0.350694871209959,2.40191656882305,0.288090658353315
83,5.00503783828438,0.34857631940079,2.37741799599018,0.286595748753685
84,5.09204989421096,0.346495814108006,2.35416986448844,0.285127696646093
85,5.17954357831389,0.344452252017774,2.33209828185127,0.283685883048226
86,5.26751833039643,0.342444577842622,2.31113482385783,0.282269696237971
87,5.35597364997661,0.340471782209376,2.29121605175063,0.280878533463524
88,5.44490909240906,0.338532899715338,2.27228307858453,0.279511802423568
89,5.53432426522709,0.336627007142426,2.25428117907532,0.278168922547823
90,5.62421882469454,0.334753221819929,2.23715943803038,0.276849326104977
91,5.71459247255716,0.332910700127247,2.22087043306026,0.275552459161922
92,5.80544495298355,0.331098636128729,2.20536994780107,0.274277782415601
93,5.89677604968546,0.32931626033333,2.19061671233708,0.273024771916296
94,5.98858558320771,0.327562838572384,2.1765721679117,0.271792919699115
95,6.08087340837783,0.325837670989282,2.16320025336002,0.27058173433845
96,6.1736394119056,0.324140091135321,2.15046721099765,0.269390741438528
97,6.26688351012285,0.322469465166363,2.13834140996218,0.268219484071601
98,6.36060564685371,0.320825191135355,2.1267931852326,0.267067523173986
99,6.45480579140526,0.319206698376038,2.11579469075256,0.265934437908925
100,6.54948393666877,0.317613446973509,2.10531976525796,0.26481982600416
101,6.64464009732099,0.316044927317529,2.09534380956412,0.263723304071123
102,6.74027430811498,0.314500659734725,2.08584367420244,0.262644507911778
103,6.83638662224917,0.312980194196029,2.07679755641568,0.261583092818363
104,6.93297710980304,0.311483110095892,2.06818490562596,0.260538733870574
105,7.03004585622678,0.310009016099962,2.05998633658235,0.259511126234095
106,7.12759296087152,0.308557550058087,2.05218354947677,0.258499985463815
107,7.22561853554558,0.307128378979587,2.04475925638922,0.257505047814563
108,7.32412270308089,0.305721199067911,2.03769711348798,0.256526070561695
109,7.42310559589195,0.304335735811834,2.03098165846714,0.255562832333496
110,7.52256735450832,0.302971744130494,2.02459825275469,0.254615133456924
111,7.62250812605902,0.301629008569587,2.01853302806915,0.253682796317914
112,7.72292806268517,0.30030734354615,2.01277283694301,0.252765665737111
113,7.82382731985428,0.299006593639386,2.00730520686672,0.251863609361623
114,7.92520605454641,0.297726633925047,2.00211829773917,0.250976518073119
115,8.02706442327903,0.296467370350915,1.9972008623381,0.250104306412307
116,8.12940257993322,0.295228740150968,1.99254220954995,0.249246913019647
117,8.23222067333953,0.294010712295817,1.98813217012096,0.248404301091885
118,8.33551884457659,0.292813287977037,1.9839610647109,0.247576458853812
119,8.43929722393029,0.291636501123005,1.98001967404957,0.246763400044442
120,8.54355592745488,0.290480418943872,1.97629921101113,0.245965164416596
121,8.64829505307062,0.289345142503279,1.97279129443657,0.245181818248743
122,8.75351467612509,0.288230807314432,1.96948792454623,0.244413454867688
123,8.85921484433688,0.287137583958095,1.96638145979605,0.243660195180598
124,8.96539557203153,0.28606567872008,1.96346459504075,0.242922188214617
125,9.0720568335692,0.28501533424574,1.9607303408762,0.242199611662174
126,9.17919855585342,0.283986830208942,1.95817200404036,0.241492672429893
127,9.28682060979766,0.282980483992933,1.95578316875926,0.240801607188826
128,9.39492280061442,0.281996651380471,1.95355767893002,0.24012668292354
129,9.50350485677736,0.281035727250481,1.95148962103794,0.239468197477391
130,9.61256641749197,0.280098146278435,1.94957330770889,0.238826480091091
131,9.72210701849447,0.279184383637546,1.94780326180177,0.238201891931472
132,9.83212607598131,0.278294955697727,1.94617420094884,0.237594826607097
133,9.94262286845284,0.277430420719155,1.94468102245368,0.237005710667127
134,10.0535965162353,0.276591379537103,1.94331878845895,0.236435004079559
135,10.1650459584238,0.275778476234524,1.94208271129689,0.235883200684701
136,10.2769699269674,0.274992398798663,1.94096813893667,0.235350828619366
137,10.389366917591,0.274233879757744,1.93997054044311,0.234838450706987
138,10.5022351572286,0.273503696793484,1.93908549136153,0.234346664808436
139,10.6155725676088,0.272802673324925,1.93830865894283,0.233876104127933
140,10.7293767246127,0.27213167905866,1.93763578712315,0.233427437467982
141,10.8436448129894,0.27149163050022,1.93706268117089,0.233001369426783
142,10.9583735759879,0.270883491420856,1.93658519191331,0.232598640531014
143,11.0735592594281,0.270308273273532,1.93619919945409,0.232220027296312
144,11.1891975497065,0.269767035551329,1.93590059629101,0.231866342207104
145,11.3052835051918,0.269260886080858,1.93568526974288,0.231538433606762
146,11.4218114804362,0.26879098124257,1.93554908359226,0.231237185488253
147,11.5387750425917,0.268358526109078,1.93548785885036,0.230963517174622
148,11.6561668793837,0.267964774491727,1.9354973535485,0.230718382877711
149,11.7739786979616,0.267611028884675,1.93557324146034,0.230502771122507
150,11.8922011139107,0.267298640294719,1.93571108965808,0.23031770402342
151,12.010823529676,0.267029007943876,1.93590633480609,0.230164236397584
