Temp_K,tauRad_us,tauSRH_us,tauAug_us,Total_us
50,1.88639618773298,0.342600076363832,1.03741900039482e+21,0.289941929638735
51,1.94119879396876,0.339224662729998,3.85433234221178e+20,0.288763257649178
52,1.99645427256708,0.335947105682731,1.47521368697436e+20,0.287559011391133
53,2.05215744339979,0.332762771862165,5.80486389372239e+19,0.286333100282888
54,2.10830339447749,0.329667330832756,2.34429191447629e+19,0.285089047800025
55,2.16488747062956,0.326656730420222,9.70252201791251e+18,0.283830029017987
56,2.22190526243207,0.323727174513505,4.11042719977202e+18,0.28255890450032
57,2.27935259538916,0.320875103051148,1.7806715413737e+18,0.281278250890915
58,2.33722551937512,0.318097173947716,7.88156595454502e+17,0.27999038853592
59,2.39552029834508,0.315390246746869,3.56177226806237e+17,0.278697406430489
60,2.45423340032262,0.312751367814242,1.64239962500753e+17,0.277401184757202
61,2.513361487672,0.310177756906078,7.72348264213653e+16,0.276103415257017
62,2.57290140766234,0.307666794969265,3.70211750507486e+16,0.274805619649694
63,2.63285018332968,0.305216013045368,1.80793096139269e+16,0.273509166298945
64,2.69320500464221,0.302823082166007,8.9909507358514e+15,0.272215285297783
65,2.75396321997223,0.300485804139712,4.55115037131077e+15,0.270925082131676
66,2.81512232787731,0.298202103141523,2.34384228212516e+15,0.269639550060948
67,2.87667996919185,0.295970018026349,1.22751376763925e+15,0.268359581349303
68,2.93863391942867,0.293787695295608,653451718670254,0.267085977452261
69,3.00098208148937,0.291653382654179,353417230807955,0.265819458267487
70,3.06372247868066,0.28956542310124,194109678291099,0.264560670538466
71,3.12685324803318,0.287522249504441,108215908447669,0.263310195493476
72,3.1903726339179,0.285522379611935,61209736174932.9,0.262068555793338
73,3.25427898195485,0.283564411461418,35110662022639.2,0.260836221853844
74,3.3185707332076,0.281647019149326,20415196964760,0.259613617601939
75,3.3832464186567,0.279768948926992,12027489876185.4,0.258401125718714
76,3.44830465394455,0.277929015593771,7176596012466.34,0.257199092416804
77,3.51374413438357,0.276126099160033,4335149125791,0.256007831794952
78,3.57956363021954,0.274359141755536,2650065746260.55,0.254827629808204
79,3.64576198214132,0.272627144760974,1638726965743,0.253658747888294
80,3.71233809702812,0.270929166142649,1024683068855.2,0.252501426245384
81,3.77929094392542,0.269264317972067,647659352660.37,0.2513558868792
82,3.84661955024044,0.267631764113988,413641796027.023,0.250222336324906
83,3.91432299814815,0.266030718067997,266854713521.193,0.249100968156594
84,3.9824004211987,0.264460440950085,173842269696.859,0.247991965269055
85,4.05085100111752,0.262920239601978,114321665395.518,0.246895501956611
86,4.119673964789,0.261409464817135,75868606293.8201,0.24581174580597
87,4.18886858141535,0.259927509673372,50795919896.5553,0.244740859418581
88,4.25843415984197,0.25847380796304,34300963915.3313,0.243683001976528
89,4.32837004604098,0.25704783271255,23354840387.9886,0.24263833066478
90,4.39867562074497,0.255649094783852,16029774725.0542,0.241607001961515
91,4.46935029722283,0.254277141551185,11087894883.1164,0.240589172807214
92,4.54039351919012,0.252931555647091,7727471071.89984,0.239585001662363
93,4.61180475884646,0.251611953772299,5424900450.48317,0.238594649462782
94,4.68358351503259,0.25031798556463,3835443889.40202,0.237618280480898
95,4.75572931149997,0.249049332522586,2730335887.39263,0.236656063100634
96,4.82824169528608,0.247805706979758,1956607834.04551,0.235708170513006
97,4.90112023518857,0.246586851126593,1411213994.29214,0.234774781339011
98,4.97436452033147,0.245392536076488,1024237627.19494,0.233856080185915
99,5.04797415881704,0.244222560973476,747907474.920403,0.232952258142632
100,5.12194877645654,0.243076752139153,549361034.538677,0.232063513219502
101,5.19628801557346,0.241954962256753,405842078.046354,0.231190050737439
102,5.27099153387249,0.240857069590565,301491240.560864,0.230332083671102
103,5.34605900336756,0.239782977239125,225186589.80006,0.229489832950463
104,5.42149010936196,0.23873261242086,169081020.846353,0.228663527724893
105,5.49728454947336,0.237705925791045,127605217.325368,0.227853405593634
106,5.57344203269623,0.236702890789141,96783708.7518862,0.227059712806353
107,5.64996227849354,0.235723503015748,73762831.2180187,0.22628270443723
108,5.72684501590938,0.234767779638555,56482995.916293,0.225522644535895
109,5.80408998269315,0.233835758826846,43449827.6766826,0.224779806258338
110,5.88169692442534,0.2329274992142,33573442.3426062,0.224054471980791
111,5.959665593634,0.232043079389202,26054953.8738016,0.223346933399415
112,6.03799574888989,0.231182597414045,20305901.7652988,0.222657491618537
113,6.11668715386692,0.230346170371031,15890750.1766857,0.221986457230021
114,6.19573957635323,0.22953393393706,12485642.7057394,0.221334150386287
115,6.27515278719642,0.228746041986292,9848669.9499018,0.220700900869372
116,6.35492655916478,0.227982666221222,7798332.1607539,0.22008704815835
117,6.43506066570403,0.227243995832515,6197864.24232791,0.21949294149731
118,6.51555487956696,0.226530237187972,4943774.62164251,0.218918939966072
119,6.5964089712904,0.225841613551093,3957427.34674702,0.218365412555677
