InAs (from Palik)	
um
nk
45.87	8.89	5.05
45.87	8.58	7.87
46.3	9.16	3.53
46.3	9.24	3.5
46.73	9.13	2.4
46.73	8.32	1.63
47.17	7.33	0.92
47.17	9.13	1.53
47.62	8.32	1.04
47.62	6.67	0.6
48.78	5.72	0.27
48.78	7.48	0.48
50	6.91	0.3
50	5.22	0.16
51.28	6.42	0.08
52.63	6.14	0.06
54.05	5.97	0.06
55.56	5.64	0.17
55.56	4.41	0.042
57.14	5.58	0.2
58.82	5.41	0.32
60.61	5.31	0.4
62.5	5.27	0.41
62.5	4.13	0.019
64.52	5.3	0.51
66.67	5.27	0.51
68.97	5.26	0.6
71.43	5.3	0.71
71.43	3.99	0.011
83.33	3.91	0.0066
100	3.85	0.0043
125	3.817	0.0
166.7	3.793	0.0
250	3.778	0.0
500	3.769	0.0
1000	3.766	0.0
